uuid,parent,level,identifier,name,size
02-116ee16751712b70079618dbe25b7ec4,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_l2cap_recv,bt_l2cap_recv,80
02-119146ba50173a8a81e2542ba447b2a3,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\SystemInit,SystemInit,156
02-11d6b18b1d4e40cf9c3b1a5cab49f28e,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\gpio_nrfx_manage_callback.lto_priv.0,gpio_nrfx_manage_callback.lto_priv.0,80
02-11e58088702fbcb5b7356e4dde5d11c8,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pending_recycled_events,pending_recycled_events,24
02-11ec39bbc3c72cb80354711b21f27d3c,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\k_poll_signal_raise.lto_priv.0.lto_priv.0,k_poll_signal_raise.lto_priv.0.lto_priv.0,132
02-1240feb14683c41180f948436d2e4819,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\k_cracen_prng_context_mutex,k_cracen_prng_context_mutex,20
02-126f1e73863a1e10a60a31829c106b41,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_260,__isr_table_entry__isr_wrapper_irq_260,4
02-12a3736bb04834698987859685233b4b,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\zms_flash_data_wrt,zms_flash_data_wrt,52
02-12ab9550b3cfcb7f0b37ee2fa481c129,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\zms_get_sector_header.lto_priv.0,zms_get_sector_header.lto_priv.0,72
02-12b0b87bb412c741b4cc73cf9327f04d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\smp_public_key,smp_public_key,172
02-12db0d6ce4c0a9e11c9b85f82e3a9d03,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_536,__isr_table_entry_z_irq_spurious_irq_536,8
02-12f5c7ec4a00534ed2de6811a721aa56,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_692,__isr_table_entry_z_irq_spurious_irq_692,8
02-130e43a92b201aa621ce2e8389b33809,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_600,__isr_table_entry_z_irq_spurious_irq_600,8
02-1362833441419646b01cf979e676b51d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\multithreading_lock_release,multithreading_lock_release,12
02-13d61ff0a2f53ea821c20cb5fb0a1d29,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_id_del,bt_id_del,304
02-13d8c90a8a1bec2fb8a75aa1bd60d694,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\gen_method_sc,gen_method_sc,25
02-13d90d84ada6252899ad7462e4b856bb,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_att_disconnected,bt_att_disconnected,296
02-13dcbc38068b87960c87040c89c0b39c,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\log_const_mpu,log_const_mpu,8
02-141e2443481eb13a4f9c569ffa45bf4f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_781,__isr_table_entry_z_irq_spurious_irq_781,8
02-1429ee535390ce3368c27ba3ceb3bb86,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\l2cap_recv,l2cap_recv,156
02-14531855120b874f1c54ad81f2b1a743,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mpsl_is_initialized,mpsl_is_initialized,12
02-14912a8210829214b4cdfa6bd6875bd2,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\k_thread_abort.lto_priv.2,k_thread_abort.lto_priv.2,180
02-14bdef26d7e314b34ae374163ef0e325,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\le_conn_update_complete,le_conn_update_complete,336
02-14c84ab95372a7d1b5a7601b3b934d0d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_392,__isr_table_entry__isr_wrapper_irq_392,4
02-14dabb22e50254fe67bd2c4b6ea29971,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\pm_device_driver_init.lto_priv.1,pm_device_driver_init.lto_priv.1,32
